description,amount,type,mode,category
NEFT EMI HDFC,6541.59,DEBIT,NEFT,EMI
POS MORE SUPERMARKET BAREILLY,877.96,DEBIT,POS,Groceries
POS MYNTRA SAHARSA,26717.05,DEBIT,POS,Shopping
LIC PREMIUM PAYMENT 4694,577.0,DEBIT,NETBANKING,Investments
ELECTRICITY BOARD DOLORIBUS,4386.74,DEBIT,ECS,Bills
UPI/POOJADUTTA9634/BIGBASKET,2369.36,DEBIT,UPI,Groceries
POS FLIPKART MADHYAMGRAM,27815.46,DEBIT,POS,Shopping
UPI/MANDEROLIVER3010/SWIGGY,1449.97,DEBIT,UPI,Food & Dining
CIPLA MED 9772,4683.0,DEBIT,NETBANKING,Healthcare
TRANSFER FROM SELF,4718.98,CREDIT,NEFT,Transfer
UPI/PSEM2419/CAFE COFFEE DAY,245.69,DEBIT,UPI,Food & Dining
POS MCDONALDS VADODARA,1148.44,DEBIT,POS,Food & Dining
UPI/INDALIKHOSLA4489/MCDONALDS,86.0,DEBIT,UPI,Food & Dining
TRANSFER FROM SELF,3022.03,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,53709.67,CREDIT,NEFT,Transfer
NEFT EMI SBI,15876.92,DEBIT,NEFT,EMI
POS CAFE COFFEE DAY VIJAYANAGARAM,1710.55,DEBIT,POS,Food & Dining
NEFT EMI HDFC,10437.43,DEBIT,NEFT,EMI
BESCOM ULLAM,4638.41,DEBIT,ECS,Bills
BSNL MAGNI,4839.54,DEBIT,ECS,Bills
POS MCDONALDS THOOTHUKUDI,998.93,DEBIT,POS,Food & Dining
ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,5203.05,DEBIT,ATM,Cash
UPI/RIARAJU6592/MCDONALDS,496.0,DEBIT,UPI,Food & Dining
SALARY CREDIT COMPANY PAYROLL,90828.41,CREDIT,NEFT,Salary
UPI/INOXMOVIES9462,4568.0,DEBIT,NEFT,Entertainment
POS UPSTOX 3280,1791.0,DEBIT,NETBANKING,Investments
UPI/DEOSANAYA9333/DMART,1572.19,DEBIT,UPI,Groceries
UPI/AACHALRAVEL9058/BESCOM,6852.39,DEBIT,UPI,Bills
UPI/JACKMANGAL9214/IMPS TRANSFER,189321.82,DEBIT,UPI,Transfer
UPI/CHAUDHARYHARRISON8871/NEFT TRANSFER,70897.45,DEBIT,UPI,Transfer
NETBANKING FLIPKART,38456.27,DEBIT,NETBANKING,Shopping
UPI/VIHAAN198738/IRCTC,7620.41,DEBIT,UPI,Travel
TRANSFER FROM SELF,12667.66,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,22638.48,CREDIT,NEFT,Transfer
SALARY CREDIT COMPANY PAYROLL,35447.8,CREDIT,NEFT,Salary
TRANSFER FROM SELF,18232.11,CREDIT,NEFT,Transfer
NEFT HOUSE RENT,18513.47,DEBIT,NEFT,Rent
EMI SBI ALIAS,4865.39,DEBIT,ECS,EMI
IMPS HOUSE RENT,11571.06,DEBIT,IMPS,Rent
SALARY CREDIT HCL,33935.5,CREDIT,NEFT,Salary
TRANSFER FROM SELF,9934.98,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,43035.64,CREDIT,NEFT,Transfer
HDFC MUTUAL FUND 3059,3273.0,DEBIT,NEFT,Investments
UPI/ANDREW883272/HP PETROL PUMP,6129.0,DEBIT,UPI,Fuel
SALARY CREDIT WIPRO,16147.72,CREDIT,NEFT,Salary
SALARY CREDIT TCS,107375.23,CREDIT,NEFT,Salary
ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,1887.71,DEBIT,ATM,Cash
HEALTHKART 3938,755.0,DEBIT,NETBANKING,Healthcare
UPI/AZAANMANDER1733/DOMINOS,126.41,DEBIT,UPI,Food & Dining
UPI/RAJATAMEMON7069/GOAIR,1123.5,DEBIT,UPI,Travel
BOOKMYSHOW 2680,4920.0,DEBIT,ECS,Entertainment
UPI/AXISMF4710,3988.0,DEBIT,NETBANKING,Investments
UPI/NICHOLAS299010/OLA,8536.97,DEBIT,UPI,Travel
UPI/INOXMOVIES9047,955.0,DEBIT,ECS,Entertainment
IMPS IMPS TRANSFER,49182.03,CREDIT,IMPS,Transfer
NETBANKING JIO,1729.69,DEBIT,NETBANKING,Bills
POS IRCTC JHANSI,2267.04,DEBIT,POS,Travel
NEFT IMPS TRANSFER,193227.67,DEBIT,NEFT,Transfer
POS DOMINOS AMARAVATI,1953.37,DEBIT,POS,Food & Dining
UPI/KKASHYAP7850/DOMINOS,1525.76,DEBIT,UPI,Food & Dining
POS DOMINOS JALGAON,1485.74,DEBIT,POS,Food & Dining
ELECTRICITY BOARD OFFICIIS,4851.02,DEBIT,ECS,Bills
POS SWIGGY GWALIOR,204.16,DEBIT,POS,Food & Dining
SALARY CREDIT INFOSYS,185441.55,CREDIT,NEFT,Salary
UPI/QUSHISARRAF3578/RELIANCE FRESH,3229.45,DEBIT,UPI,Groceries
EMI HDFC APERIAM,13877.45,DEBIT,ECS,EMI
NETBANKING AJIO,14037.15,DEBIT,NETBANKING,Shopping
UPI/MOHANISHANI5759/DMART,2475.25,DEBIT,UPI,Groceries
NETMEDS PAYMENT 7841,416.0,DEBIT,ECS,Healthcare
POS MCDONALDS PATNA,1851.05,DEBIT,POS,Food & Dining
UPI/KAURCHARITA6289/AIRTEL,4945.81,DEBIT,UPI,Bills
POS BHARAT PETROLEUM BALLIA,5536.36,DEBIT,POS,Fuel
TRANSFER FROM SELF,20858.49,CREDIT,NEFT,Transfer
UPI/MANDERCHARVI1924/DOMINOS,749.25,DEBIT,UPI,Food & Dining
UPI/CHANDRESH219509/BESCOM,2837.5,DEBIT,UPI,Bills
NEFT HOUSE RENT,25972.49,DEBIT,NEFT,Rent
UPI/GAGAN625466/NEFT TRANSFER,106700.1,DEBIT,UPI,Transfer
UPI/RSAMI4850/INDIGO,5252.36,DEBIT,UPI,Travel
IMPS NEFT TRANSFER,86310.21,DEBIT,IMPS,Transfer
UPI/HARSHIL218408/DOMINOS,1973.37,DEBIT,UPI,Food & Dining
TRANSFER FROM SELF,173650.8,CREDIT,NEFT,Transfer
NETBANKING CAFE COFFEE DAY,769.66,DEBIT,NETBANKING,Food & Dining
HOUSE RENT ITAQUE,13385.28,DEBIT,ECS,Rent
HOTSTAR SUBSCRIPTION 1566,1255.0,DEBIT,NETBANKING,Entertainment
UPI/1MGMEDICINES5263,2636.0,DEBIT,UPI,Healthcare
POS HP PETROL PUMP KOLHAPUR,594.69,DEBIT,POS,Fuel
TRANSFER FROM SELF,5371.76,CREDIT,NEFT,Transfer
1MG MEDICINES 2508,4504.0,DEBIT,NETBANKING,Healthcare
POS ZOMATO MANGO,901.27,DEBIT,POS,Food & Dining
ELECTRICITY BOARD ADIPISCI,6598.7,DEBIT,ECS,Bills
UPI/ZTHAKER5194/RELIANCE FRESH,1754.18,DEBIT,UPI,Groceries
NETBANKING JIO,4129.18,DEBIT,NETBANKING,Bills
POS AMAZON KISHANGANJ,9250.45,DEBIT,POS,Shopping
ATM CASH WITHDRAWAL ATM CASH WITHDARWAL,933.47,DEBIT,ATM,Cash
POS INDIANOIL AMROHA,4047.07,DEBIT,POS,Fuel
UPI/YASHASVIBAJAJ2765/SWIGGY,699.33,DEBIT,UPI,Food & Dining
NETBANKING MYNTRA,4107.42,DEBIT,NETBANKING,Shopping
NETBANKING OLA,12732.44,DEBIT,NETBANKING,Travel
SALARY CREDIT INFOSYS,157778.8,CREDIT,NEFT,Salary
BSNL REPELLAT,7560.71,DEBIT,ECS,Bills
TRANSFER FROM SELF,12266.38,CREDIT,NEFT,Transfer
UPI/MMAGAR750/DOMINOS :31655,1547.3,DEBIT,UPI,Food & Dining
NETBANKING AIRTEL,7302.63,DEBIT,NETBANKING,Bills
SALARY CREDIT COMPANY PAYROLL,21795.08,CREDIT,NEFT,Salary
POS INDIANOIL ANANTAPUR,3221.82,DEBIT,POS,Fuel
POS SONY LIV 3844,1796.0,DEBIT,NEFT,Entertainment
TRANSFER FROM SELF,14766.79,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,14846.5,CREDIT,NEFT,Transfer
NEFT ACCOMM RENT,15982.83,DEBIT,NEFT,Rent
NEFT EMI LOAN,2572.84,DEBIT,NEFT,EMI
JIO FACERE,296.72,DEBIT,ECS,Bills
TRANSFER FROM SELF,42730.41,CREDIT,NEFT,Transfer
NETBANKING ELECTRICITY BOARD,6322.23,DEBIT,NETBANKING,Bills
TRANSFER FROM SELF,10447.02,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,112249.66,CREDIT,NEFT,Transfer
UPI/ERAU5800/VENDOR PAYMENT,465.4,DEBIT,UPI,Other
UPI/NETMEDS4333,4149.0,DEBIT,ECS,Healthcare
POS FLIPKART MEERUT,28434.1,DEBIT,POS,Shopping
NETBANKING AJIO,17718.13,DEBIT,NETBANKING,Shopping
UPI/RUDRA174318/BIGBASKET,1481.67,DEBIT,UPI,Groceries
UPI/SHANATHANIEL4799/CAFE COFFEE DAY,1798.9,DEBIT,UPI,Food & Dining
NEFT IMPS TRANSFER,188021.41,DEBIT,NEFT,Transfer
POS PVR CINEMAS 2628,3078.0,DEBIT,NEFT,Entertainment
TRANSFER FROM SELF,142691.39,CREDIT,NEFT,Transfer
UPI/BHAKTASHIVANSH1240/MYNTRA,9756.19,DEBIT,UPI,Shopping
ELECTRICITY BOARD ENIM,6128.96,DEBIT,ECS,Bills
SALARY CREDIT TCS,162138.9,CREDIT,NEFT,Salary
POS GAANA MUSIC 7823,305.0,DEBIT,NETBANKING,Entertainment
INOX MOVIES PAYMENT 7915,3152.0,DEBIT,NEFT,Entertainment
JIO CONSECTETUR,9201.95,DEBIT,ECS,Bills
UPI/DAYITAHORA2163/ZOMATO,1957.42,DEBIT,UPI,Food & Dining
UPI/ABDUL042827/IMPS TRANSFER,145941.19,DEBIT,UPI,Transfer
TRANSFER FROM SELF,16801.48,CREDIT,NEFT,Transfer
UPI/MANIPALLAVI3647/MYNTRA,29479.13,DEBIT,UPI,Shopping
POS IRCTC NAGPUR,10023.39,DEBIT,POS,Travel
JIO QUI,6317.9,DEBIT,ECS,Bills
SALARY CREDIT TCS,165513.09,CREDIT,NEFT,Salary
POS MYNTRA MORADABAD,27145.75,DEBIT,POS,Shopping
NETBANKING MYNTRA,25289.99,DEBIT,NETBANKING,Shopping
NEFT ACCOMM RENT,16630.48,DEBIT,NEFT,Rent
EMI LOAN SIMILIQUE,19745.79,DEBIT,ECS,EMI
UPI/GAURAV329301/AJIO,37561.2,DEBIT,UPI,Shopping
UPI/YKALLA9153/DOMINOS,1170.59,DEBIT,UPI,Food & Dining
NEFT EMI LOAN,9587.49,DEBIT,NEFT,EMI
TRANSFER FROM SELF,2196.82,CREDIT,NEFT,Transfer
POS SPENCER'S BHUSAWAL,1695.1,DEBIT,POS,Groceries
POS INDIANOIL AIZAWL,404.32,DEBIT,POS,Fuel
DISNEY PLUS 1576,655.0,DEBIT,UPI,Entertainment
POS CAFE COFFEE DAY MAHESHTALA,503.26,DEBIT,POS,Food & Dining
NEFT IMPS TRANSFER,196519.96,DEBIT,NEFT,Transfer
POS HP PETROL PUMP JAMSHEDPUR,3495.17,DEBIT,POS,Fuel
POS SONY LIV 8911,3669.0,DEBIT,UPI,Entertainment
TRANSFER FROM SELF,88572.05,CREDIT,NEFT,Transfer
UPI/KRISHNAVEER7782/ZOMATO,1172.86,DEBIT,UPI,Food & Dining
IMPS IMPS TRANSFER,115835.42,CREDIT,IMPS,Transfer
BESCOM NON,8543.13,DEBIT,ECS,Bills
PRACTO CONSULTATION 1636,3398.0,DEBIT,NEFT,Healthcare
TRANSFER FROM SELF,4418.49,CREDIT,NEFT,Transfer
JIO VOLUPTATEM,2145.04,DEBIT,ECS,Bills
POS AIIMS 8356,2999.0,DEBIT,ECS,Healthcare
NETBANKING FLIPKART,7119.48,DEBIT,NETBANKING,Shopping
NEFT ACCOMM RENT,25786.18,DEBIT,NEFT,Rent
POS PVR CINEMAS 7434,4319.0,DEBIT,UPI,Entertainment
UPI/IJAYA319450/SWIGGY,881.94,DEBIT,UPI,Food & Dining
POS OLA BAREILLY,1423.12,DEBIT,POS,Travel
POS PRACTO CONSULTATION 1051,1589.0,DEBIT,UPI,Healthcare
BESCOM CONSETCETUR,10081.98,DEBIT,ECS,Bills
UPI/CHAMELI256900/BIGBASKET,2410.59,DEBIT,UPI,Groceries
UPI/HEMANGPINGLE480/AMAZON,39846.24,DEBIT,UPI,Shopping
UPI/SSARAF9889/RELIANCE FRESH,1213.96,DEBIT,UPI,Groceries
UPI/ACHANA735/UBER,7556.91,DEBIT,UPI,Travel
EMI HDFC VOLUPTAS,2944.07,DEBIT,ECS,EMI
NETBANKING AMAZON,47642.1,DEBIT,NETBANKING,Shopping
TRANSFER FROM SELF,5603.25,CREDIT,NEFT,Transfer
NEFT EMI HDFC,20708.65,DEBIT,NEFT,EMI
TRANSFER FROM SELF,22682.12,CREDIT,NEFT,Transfer
UPI/AIIMS3216,1923.0,DEBIT,UPI,Healthcare
UPI/JONATHANYOGI9646/DOMINOS,519.69,DEBIT,UPI,Food & Dining
NETBANKING DMART,1676.31,DEBIT,NETBANKING,Groceries
POS GOAIR BAREILLY,3524.62,DEBIT,POS,Travel
UPI/SONYLIV9645,2949.0,DEBIT,ECS,Entertainment
POS RELIANCE FRESH NASHIK,993.11,DEBIT,POS,Groceries
UPI/ZEE51460,3544.0,DEBIT,NETBANKING,Entertainment
POS AJIO NAVI MUMBAI,23578.78,DEBIT,POS,Shopping
IMPS NEFT TRANSFER,96308.0,DEBIT,IMPS,Transfer
ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,6506.79,DEBIT,ATM,Cash
NETBANKING ELECTRICITY BOARD,7897.24,DEBIT,NETBANKING,Bills
NETBANKING AJIO,15064.9,DEBIT,NETBANKING,Shopping
POS DOMINOS SECUNDERABAD,1481.72,DEBIT,POS,Food & Dining
UPI/SONIAMOL5110/IMPS TRANSFER,200105.8,DEBIT,UPI,Transfer
IMPS UPI TRANSFER,140289.75,DEBIT,IMPS,Transfer
RENT PAYMENT APARTMENT RENT,12086.52,DEBIT,NEFT,Rent
UPI/ZNARAYANAN4541/SWIGGY,697.03,DEBIT,UPI,Food & Dining
POS OLA SAHARANPUR,17198.16,DEBIT,POS,Travel
SALARY CREDIT WIPRO,126501.57,CREDIT,NEFT,Salary
TRANSFER FROM SELF,18728.44,CREDIT,NEFT,Transfer
UPI/MODYJALSA416/IRCTC,4734.2,DEBIT,UPI,Travel
POS BIGBASKET PALLAVARAM,376.59,DEBIT,POS,Groceries
UPI/UPPALTAMANNA8697/MCDONALDS,1045.41,DEBIT,UPI,Food & Dining
UPI/JKOTHARI2294/SPENCER'S,2271.02,DEBIT,UPI,Groceries
NETBANKING BSNL,1194.96,DEBIT,NETBANKING,Bills
BSNL CORPORIS,6745.05,DEBIT,ECS,Bills
NETBANKING ELECTRICITY BOARD,1472.04,DEBIT,NETBANKING,Bills
BSNL INVENTORE,7549.91,DEBIT,ECS,Bills
NETBANKING FLIPKART,38458.58,DEBIT,NETBANKING,Shopping
UPI/RAKSHA603123/SWIGGY,798.02,DEBIT,UPI,Food & Dining
EMI HDFC PRAESENTIUM,16083.16,DEBIT,ECS,EMI
NEFT IMPS TRANSFER,136314.57,CREDIT,NEFT,Transfer
IMPS ACCOMM RENT,9764.27,DEBIT,IMPS,Rent
NEFT APARTMENT RENT,30348.69,DEBIT,NEFT,Rent
TRANSFER FROM SELF,3071.05,CREDIT,NEFT,Transfer
POS IRCTC LONI,6718.45,DEBIT,POS,Travel
UPI/SHANKARSARA3377/SWIGGY,1310.23,DEBIT,UPI,Food & Dining
TRANSFER FROM SELF,4887.67,CREDIT,NEFT,Transfer
POS MYNTRA KHANDWA,15898.91,DEBIT,POS,Shopping
UPI/ANAY957626/UPI TRANSFER,191135.33,DEBIT,UPI,Transfer
UPI/NITESHTANDON6484/DMART,1362.62,DEBIT,UPI,Groceries
1MG MEDICINES 9676,3926.0,DEBIT,NEFT,Healthcare
NETBANKING JIO,8762.79,DEBIT,NETBANKING,Bills
TRANSFER FROM SELF,1186.49,CREDIT,NEFT,Transfer
NETBANKING FLIPKART,5156.96,DEBIT,NETBANKING,Shopping
POS ANGEL BROKING 6566,1558.0,DEBIT,NEFT,Investments
POS UBER DHANBAD,12539.41,DEBIT,POS,Travel
UPI/LIBNI825507/SWIGGY,1888.56,DEBIT,UPI,Food & Dining
UPI/SHABHAVNA9184/AJIO,22274.51,DEBIT,UPI,Shopping
UPI/EESHAMINHAS6295/SPENCER'S,2711.97,DEBIT,UPI,Groceries
UPI/WCHADHA1565/RELIANCE FRESH,1998.22,DEBIT,UPI,Groceries
SBI MUTUAL FUND PAYMENT 6904,65.0,DEBIT,NETBANKING,Investments
UPI/BACHITTARYOGI6151/ZOMATO,1757.68,DEBIT,UPI,Food & Dining
NETBANKING BESCOM,5984.91,DEBIT,NETBANKING,Bills
TRANSFER FROM SELF,19398.12,CREDIT,NEFT,Transfer
UPI/XNAIDU8441/MCDONALDS,665.99,DEBIT,UPI,Food & Dining
SALARY CREDIT INFOSYS,141410.33,CREDIT,NEFT,Salary
UPI/NADIGRADHA3438/SWIGGYR EF:483219,810.54,DEBIT,UPI,Food & Dining
POS ZOMATO NANDYAL,1383.56,DEBIT,POS,Food & Dining
POS AMAZON SAHARSA,42915.06,DEBIT,POS,Shopping
POS HP PETROL PUMP KHANDWA,1759.28,DEBIT,POS,Fuel
TRANSFER FROM SELF,9576.39,CREDIT,NEFT,Transfer
SALARY CREDIT WIPRO,30394.73,CREDIT,NEFT,Salary
POS GOAIR PARBHANI,11862.76,DEBIT,POS,Travel
TRANSFER FROM SELF,8992.38,CREDIT,NEFT,Transfer
IMPS IMPS TRANSFER,108397.43,CREDIT,IMPS,Transfer
POS COIN MUTUAL FUND 2017,4092.0,DEBIT,ECS,Investments
JIO CUM,1091.27,DEBIT,ECS,Bills
EMI EMI LOAN,3675.41,DEBIT,NEFT,EMI
UPI/SAINAGY7806/SWIGGY,1485.92,DEBIT,UPI,Food & Dining
EMI HDFC ENIM,2556.43,DEBIT,ECS,EMI
POS BHARAT PETROLEUM SAGAR,2680.51,DEBIT,POS,Fuel
UPI/VBORDE6590/IRCTC,14310.71,DEBIT,UPI,Travel
IMPS IMPS TRANSFER,45492.29,CREDIT,IMPS,Transfer
UPI/BHAVSARAISHANI4024/CAFE COFFEE DAY,62.1,DEBIT,UPI,Food & Dining
UPI/WALINEELIMA501/MCDONALDS,1110.77,DEBIT,UPI,Food & Dining
EMI HDFC SAPIENTE,3248.06,DEBIT,ECS,EMI
POS APOLLO PHARMACY 3594,2010.0,DEBIT,UPI,Healthcare
HOUSE RENT LABORIOSAM,6361.08,DEBIT,ECS,Rent
UPI/CBHAKTA6663/MCDONALDS,109.25,DEBIT,UPI,Food & Dining
NEFT EMI HDFC,4942.51,DEBIT,NEFT,EMI
UPI/LUKETRIVEDI2924/RELIANCE FRESH,1852.53,DEBIT,UPI,Groceries
HOUSE RENT INCIDUNT,22287.05,DEBIT,ECS,Rent
EMI HDFC NEQUE,14643.46,DEBIT,ECS,EMI
NETBANKING IRCTC,3524.75,DEBIT,NETBANKING,Travel
MANIPAL HOSPITAL 3649,791.0,DEBIT,NEFT,Healthcare
UPI/HDUGAR6133/SPENCER'S,1809.61,DEBIT,UPI,Groceries
POS NETMEDS 1381,4076.0,DEBIT,NEFT,Healthcare
TRANSFER FROM SELF,10400.44,CREDIT,NEFT,Transfer
NEFT NEFT TRANSFER,5447.33,CREDIT,NEFT,Transfer
UPI/RDOCTOR9631/DMART,1755.95,DEBIT,UPI,Groceries
UPI/TRIPATHISARA9302/MORE SUPERMARKET,300.6,DEBIT,UPI,Groceries
UPI/CHAITANYA022119/MORE SUPERMARKET,2032.13,DEBIT,UPI,Groceries
UPI/AGGARWALEKANSH2918/NEFT TRANSFER,15972.86,DEBIT,UPI,Transfer
MAX HOSPITAL PAYMENT 8182,3742.0,DEBIT,NETBANKING,Healthcare
POS HP PETROL PUMP AMBATTUR,2827.42,DEBIT,POS,Fuel
UPI/EBANSAL4454/GOAIR,13762.12,DEBIT,UPI,Travel
TRANSFER FROM SELF,17213.88,CREDIT,NEFT,Transfer
UPI/VASANACHACKO5151/SPENCER'S,57.36,DEBIT,UPI,Groceries
POS SIP DEBIT 8540,991.0,DEBIT,NEFT,Investments
UPI/BLALLA5684/GOAIR,12442.97,DEBIT,UPI,Travel
TRANSFER FROM SELF,10527.26,CREDIT,NEFT,Transfer
POS HOTSTAR SUBSCRIPTION 8485,3748.0,DEBIT,UPI,Entertainment
SALARY CREDIT INFOSYS,48351.63,CREDIT,NEFT,Salary
POS BIGBASKET FATEHPUR,2611.56,DEBIT,POS,Groceries
UPI/PRATYUSHKAPADIA6755/UBER,3931.82,DEBIT,UPI,Travel
NEFT ACCOMM RENT,14153.66,DEBIT,NEFT,Rent
UPI/ANJALI144120/UPI TRANSFER,129369.51,DEBIT,UPI,Transfer
UPI/KURUVILLAWISHI2935/MCDONALDS,1577.37,DEBIT,UPI,Food & Dining
UPI/IRYA73309/MCDONALDS,1386.94,DEBIT,UPI,Food & Dining
SPOTIFY MUSIC PAYMENT 5867,3361.0,DEBIT,NEFT,Entertainment
POS INDIANOIL BATHINDA,2318.04,DEBIT,POS,Fuel
UPI/TDIN8445/MCDONALDS,883.61,DEBIT,UPI,Food & Dining
TRANSFER FROM SELF,19737.14,CREDIT,NEFT,Transfer
NETBANKING GOAIR,10378.02,DEBIT,NETBANKING,Travel
SONY LIV PAYMENT 8421,4615.0,DEBIT,NEFT,Entertainment
UPI/GYOGI9963/DOMINOS,1046.13,DEBIT,UPI,Food & Dining
UPI/DISNEYPLUS6789,2422.0,DEBIT,NETBANKING,Entertainment
PRACTO CONSULTATION PAYMENT 9978,1648.0,DEBIT,UPI,Healthcare
POS BHARAT PETROLEUM MOTIHARI,343.06,DEBIT,POS,Fuel
POS GOAIR NOIDA,18952.53,DEBIT,POS,Travel
UPI/PRACTOCONSULTATION5166,1257.0,DEBIT,NETBANKING,Healthcare
POS SPENCER'S DANAPUR,1154.02,DEBIT,POS,Groceries
UPI/HRITIK762857/ZOMATO,1311.9,DEBIT,UPI,Food & Dining
AXIS MF 2076,3973.0,DEBIT,UPI,Investments
POS BIGBASKET KISHANGANJ,908.48,DEBIT,POS,Groceries
ATM CASH WITHDRAWAL ATM CASH WITHDRAWAL,2555.9,DEBIT,ATM,Cash
POS UPSTOX 4760,4406.0,DEBIT,NEFT,Investments
POS AJIO JHANSI,7693.96,DEBIT,POS,Shopping
UPI/URVASHIDIXIT604/AJIO,26805.66,DEBIT,UPI,Shopping
UPI/SHIVANI492923/MORE SUPERMARKET,1098.58,DEBIT,UPI,Groceries
NEFT UPI TRANSFER,28543.61,DEBIT,NEFT,Transfer
UPI/DATTAURVASHI6710/AMAZON,456.09,DEBIT,UPI,Shopping
APOLLO PHARMACY 2902,4085.0,DEBIT,NETBANKING,Healthcare
HOUSE RENT AD,14745.81,DEBIT,ECS,Rent
SALARY CREDIT HCL,80716.19,CREDIT,NEFT,Salary
POS DOMINOS SURYAPET,655.57,DEBIT,POS,Food & Dining
UPI/TSURESH9730/MCDONALDS,415.54,DEBIT,UPI,Food & Dining
NETBANKING AIRTEL,946.15,DEBIT,NETBANKING,Bills
EMI LOAN VERO,4390.83,DEBIT,ECS,EMI
POS DMART FIROZABAD,1239.1,DEBIT,POS,Groceries
NETBANKING FLIPKART,3512.11,DEBIT,NETBANKING,Shopping
POS IRCTC PANIHATI,723.21,DEBIT,POS,Travel
BSNL TENETUR,2742.96,DEBIT,ECS,Bills
NIFTY ETF 5881,65.0,DEBIT,UPI,Investments
POS BHARAT PETROLEUM SECUNDERABAD,4215.04,DEBIT,POS,Fuel
UPI/VRITTI878200/NEFT TRANSFER,79679.55,DEBIT,UPI,Transfer
BESCOM OCCAECATI,4105.43,DEBIT,ECS,Bills
POS MCDONALDS PUNE,286.94,DEBIT,POS,Food & Dining
UPI/VAIDYAXAVIER4828/GOAIR,8230.83,DEBIT,UPI,Travel
PRACTO CONSULTATION 2461,2944.0,DEBIT,NETBANKING,Healthcare
UPI/DARUPASNA5218/OLA,11627.98,DEBIT,UPI,Travel
NETBANKING AJIO,6135.89,DEBIT,NETBANKING,Shopping
POS INDIANOIL ALAPPUZHA,1724.07,DEBIT,POS,Fuel
EMI EMI SBI,15466.12,DEBIT,NEFT,EMI
JIO IPSUM,8362.51,DEBIT,ECS,Bills
TRANSFER FROM SELF,7386.26,CREDIT,NEFT,Transfer
UPI/LATANITESH5006/IMPS TRANSFER,75734.38,DEBIT,UPI,Transfer
UPI/BALENDRA199992/CAFE COFFEE DAY,1668.9,DEBIT,UPI,Food & Dining
POS INDIGO TIRUNELVELI,17061.08,DEBIT,POS,Travel
UPI/GKUNDA1892/MCDONALDS,1515.22,DEBIT,UPI,Food & Dining
POS CAFE COFFEE DAY VARANASI,157.64,DEBIT,POS,Food & Dining
UPI/TRIYA082037/CAFE COFFEE DAY,555.05,DEBIT,UPI,Food & Dining
POS ELSS FUND 1615,4195.0,DEBIT,ECS,Investments
POS INDIANOIL AMROHA,5648.17,DEBIT,POS,Fuel
UPI/XJANI4420/NEFT TRANSFER,10701.33,DEBIT,UPI,Transfer
UPI/LOYALHARDIK9178/IMPS TRANSFER,7563.98,DEBIT,UPI,Transfer
NETBANKING MYNTRA,11045.83,DEBIT,NETBANKING,Shopping
POS AMAZON SAMBHAL,42432.04,DEBIT,POS,Shopping
ELECTRICITY BOARD NIHIL,4830.94,DEBIT,ECS,Bills
NETBANKING MYNTRA,25339.58,DEBIT,NETBANKING,Shopping
UPI/MITALI229044/RELIANCE FRESH,999.85,DEBIT,UPI,Groceries
UPI/WAGLEVIHAAN6767/ELECTRICITY BOARD,9086.67,DEBIT,UPI,Bills
UPI/ROHAN2839/BIGBASKET,2231.83,DEBIT,UPI,Groceries
SBI MUTUAL FUND 9338,3822.0,DEBIT,ECS,Investments
NETBANKING FLIPKART,27299.41,DEBIT,NETBANKING,Shopping
IMPS UPI TRANSFER,46381.47,DEBIT,IMPS,Transfer
UPI/TARADAVE9765/OLA,1347.66,DEBIT,UPI,Travel
UPI/FORTISHOSPITAL4273,4669.0,DEBIT,UPI,Healthcare
EMI EMI SBI,13806.44,DEBIT,NEFT,EMI
UPI/RAAGINIPALLA6009/FLIPKART,24278.7,DEBIT,UPI,Shopping
POS FLIPKART MANGALORE,4795.3,DEBIT,POS,Shopping
UPI/ANAMIKAANAND7589/AMAZON,17838.15,DEBIT,UPI,Shopping
TRANSFER FROM SELF,10542.37,CREDIT,NEFT,Transfer
TRANSFER FROM SELF,1861.84,CREDIT,NEFT,Transfer
POS PRACTO CONSULTATION 6603,3560.0,DEBIT,NETBANKING,Healthcare
UPI/HEMALVERMA281/AJIO,22560.14,DEBIT,UPI,Shopping
POS AMAZON SRIKAKULAM,36034.1,DEBIT,POS,Shopping
UPI/GAURANGIISSAC3661/GOAIR,14426.07,DEBIT,UPI,Travel
POS SPENCER'S NANGLOI JAT,510.76,DEBIT,POS,Groceries
UPI/BARADONKAR4347/IMPS TRANSFER,77008.06,DEBIT,UPI,Transfer
BSNL MODI,4956.51,DEBIT,ECS,Bills
ACCOMM RENT PARIATUR,22238.64,DEBIT,ECS,Rent
UPI/UDARSHSAMI4890/IRCTC,12486.36,DEBIT,UPI,Travel
POS MANIPAL HOSPITAL 5368,2570.0,DEBIT,UPI,Healthcare
UPI/DANIEL744880/ZOMATO,662.57,DEBIT,UPI,Food & Dining
SALARY CREDIT TCS,151182.71,CREDIT,CREDIT,Salary
AIRTEL DELENITI,7277.11,DEBIT,ECS,Bills
UPI/DOMINIC689581/NEFT TRANSFER,123313.18,CREDIT,UPI,Transfer
